Battery En. Density,Avg. DOH Climb,Delta DOH Climb,Avg DOH Cruise,Delta DOH Cruise,Fuel Mass Relative,NOx Mass Relative,Degradation,N Cells,Battery Mass,Take Off Mass,zero_day_pareto
350,0.125,0.125,0.0,0.0,1.004447443021149,1.0093193939583551,1.0074659609876122,8160.0,593.9566310889152,18391.480355321182,1
350,0.125,-0.125,0.0,0.0,1.0062671895243047,1.004906053535426,1.0076837229549882,8704.0,634.242230264434,18434.02607965362,1
400,0.0117614055197892,0.0117611400391524,1.082589619765588e-06,7.94787378931488e-07,1.0009572683740262,1.0010869143532963,1.0004473589792886,952.0,52.86450662820903,17846.05343394875,1
400,0.0660951999949704,0.0660901950560077,1.1144083085379643e-06,9.913845070277011e-07,1.0002966919545906,0.9998105894435816,1.0045944239649904,4216.0,264.2949341351182,18056.66342554272,1
400,0.1520227770073919,0.0836480694644391,1.1174216687478332e-06,9.883711468178324e-07,1.000508141755589,0.9993275063171072,1.009066267343509,9792.0,625.7116525857189,18418.34276464616,1
400,0.0764806995459386,0.0764677049446742,5.882074605473946e-07,4.721987459169625e-07,1.0002293022935391,0.9998266651332116,1.0052641005182907,4896.0,308.3514066424473,18100.636200091023,1
400,0.0393689439637697,0.0390621406059299,2.3410424549647275e-08,-1.0262615424703958e-08,1.0008558900453512,1.0007365051417787,1.0024455194479416,2584.0,158.5948107149943,17951.65782615132,1
400,0.0556295874775417,0.0489380412402596,1.0518911119602235e-06,-3.374974283454425e-07,1.000859047092047,1.0005534181804063,1.0034745984301967,3672.0,229.0431159926584,18022.11005248098,1
400,0.189441535037743,0.0599715980336431,0.1250003896506114,0.1249996536171054,0.9999187377087472,1.0142189595260505,1.0277178504638702,28832.0,1858.5247702018387,19650.423842436103,1
400,0.1254313679857419,0.1245686855974615,0.0340669831886336,0.0340571292970067,0.9999389651245671,1.0044844077237678,1.0114954860579928,12104.0,775.1589295237845,18567.083124208497,1
400,0.1256938486614742,0.1243078860177456,0.0096210850109638,0.0096163440014218,1.000130886853347,1.001773484365803,1.008633806011166,9112.0,581.2484549574738,18373.41101642933,1
400,0.1985100622190946,0.0514903512323388,0.125000041619686,0.1250000294950033,0.9999246143720976,1.013584960920238,1.02828529079703,29512.0,1902.5518274847364,19694.45819853488,1
400,0.1842728076515521,-0.0657561695565998,8.127743558030257e-06,8.126001087297156e-06,1.0013447104058797,0.9962376412125874,1.0116859975818293,12376.0,792.7751455340003,18586.445275858103,1
400,0.2391544464644033,-0.0108561656783294,0.0655508264074846,0.0655452596381707,1.0000652256756293,1.00357190920404,1.0227218125934086,24208.0,1559.1245596243084,19351.20556991344,1
400,0.1257990682519792,-0.1242094023584975,0.0004026981268221,0.0004016367881187,1.0022751301760269,0.997048963516546,1.0078703709043535,8704.0,554.9635761008187,18349.789287779444,1
400,0.1462654214194489,-0.1037412347413902,1.6792899946179957e-05,1.665442876028878e-05,1.0019759204447078,0.9966060639625222,1.0092507134108295,9928.0,634.2486436119639,18428.70273680429,1
400,0.1965510037230828,-0.0534528051886382,0.0002841875311829,0.0002817660365355,1.001264575507267,0.9964975287832016,1.0123593780174998,13192.0,845.6063808778272,18639.176983657853,1
400,0.1635489105538635,-0.0864578375093738,6.631151013331968e-07,6.195412562066804e-07,1.0015748454728544,0.9961334058050588,1.0108829137417357,11016.0,704.6953045884463,18498.65126266573,1
400,0.2500000100382243,-2.236778096076364e-09,0.0053186935150803,0.0053179283118979,1.0008333625015724,0.9982732763300086,1.0157453750949348,17000.0,1092.0185818376883,18885.05361806464,1
450,0.0330151643747524,-0.0280586735437165,0.0312960652441641,0.0312881564437694,0.9985203095586656,0.997999508539254,1.0052803529788683,5984.0,337.0129181443965,18127.17514261626,0
450,0.1234015666226488,-0.1137102951038988,0.020596930554282,0.0202447376983859,0.9978179428508104,0.9907147711109958,1.0098591029871329,10744.0,610.7812296984041,18400.07111471911,0
450,0.1331574589778562,0.1164627246354128,0.0010844915076701,-0.0009670628974286,0.9978082267910338,0.9956723596582656,1.0078760543620515,8704.0,493.2985033162597,18282.576320990724,0
450,0.1064965215168543,-0.094881965437779,9.755504291608752e-05,7.58509210699125e-05,0.999613114573346,0.992565424462826,1.0064647777697366,7344.0,415.004559280954,18206.52404758105,0
450,0.1968064901623408,0.0530834324258891,0.0028500611408457,0.0028289459659799,0.996693277375025,0.9908026729748144,1.0115168845514662,13192.0,751.6689288701268,18539.561979369908,0
450,0.0685754075756378,-0.0666519070666821,0.0050005986914673,0.0047406813530552,0.999598158314608,0.994571149339576,1.004556831034732,5304.0,297.54242184638497,18089.04333447313,0
450,0.1908970379191254,-0.0466610775670197,0.0001807164348439,-0.0001185024118674,0.9966842975977434,0.9875679741328536,1.011992021986687,12648.0,720.5671966873226,18508.44909430372,0
450,0.2477731035602714,0.0019347993071558,0.0307366721699424,0.0304753696535236,0.9937780923898558,0.9870788874708956,1.018579229962837,19992.0,1142.886688532954,18927.159079281155,0
450,0.1387204064448853,-0.1112669062835755,0.0030075439314405,-0.0016639822427905,0.9988157440113008,0.9905722988951916,1.0089514982139316,9792.0,555.9482592817355,18346.47741334377,0
450,0.2499556414914685,1.9918775993249534e-05,0.1200874925740881,0.1180167954643982,0.9890043178365716,0.9895049199413348,1.030429533853636,32232.0,1847.7025631435963,19626.04592589662,0
450,0.2492529445511611,-0.0007258813947953,0.0829414906032608,0.0825605937782192,0.9910264527723026,0.9884599272397327,1.025066554274925,27064.0,1550.2634471152387,19331.11830145844,0
450,0.0284295976252604,-0.0228071069254822,0.0002394320470482,0.0002205625307356,1.0001807257118305,0.9977389439807626,1.001643673401744,2040.0,109.63461775969928,17901.859079093792,0
450,0.2406806942817991,0.0076001462341415,0.0423624752068527,0.0402166089130464,0.9931317546300324,0.9872112921805452,1.019367952327358,20944.0,1198.033327686734,18981.502966937234,0
450,0.2028972592190584,0.0398835156319987,0.0039162613862839,-0.0038288626109609,0.9965614236079404,0.9901966960795427,1.0120219411522176,13600.0,782.7113608064296,18570.44064892749,0
450,0.2499363993039668,3.887213518509458e-05,0.0476031895434259,0.0472574432354922,0.9927379805407134,0.9870468218188148,1.020593215496442,22304.0,1276.3069402067154,19059.28751203828,0
450,0.2427590509611137,0.0052306598898062,0.1362533415293898,0.1098124087211806,0.9886202400490056,0.990403977901218,1.0321399789678796,34000.0,1949.4572374869576,19727.323575627823,0
450,0.2093293073458621,0.040463527704095,0.1253407286396723,0.1253291719794059,0.9898030770561752,0.9937914688134212,1.0285120253974405,30056.0,1722.4658241407933,19501.801245844563,0
450,0.2499609614923798,-1.5750798512750852e-05,0.1812177565860032,0.1811999349763384,0.9864648896306976,0.993066669377256,1.0394524833580543,41344.0,2372.15055131214,20147.339944233467,0
450,0.2283949837963078,0.0193135413416245,0.1254749262094139,0.1252127689845528,0.989198278730408,0.9915498028019756,1.029848245404741,31416.0,1800.738868332001,19579.323130515168,0
450,0.2494260093392106,-0.000570793519337,0.1430307126844923,0.13498916783998,0.9882903703413276,0.9908152136883512,1.0335102937951015,35632.0,2043.10753500712,19820.56417497105,0
450,0.2477400783451921,0.0022000278550763,0.1678125407434211,0.1500054324467278,0.9873269747012128,0.9922303124839804,1.0370812322770482,39168.0,2246.565167521292,20022.8252701002,0
450,0.2469636477183221,-0.0023902061042338,0.1250772079261599,0.1249437822617314,0.988888908740638,0.9898929683647048,1.0310012705280631,32776.0,1879.01128070996,19657.211305365832,0
450,0.2497785799435498,0.0002507422756684,0.0579506845229038,0.0578397478700256,0.9921827137994876,0.987289591779622,1.0218644095404343,23664.0,1354.580460060139,19136.871390599103,0
450,0.1739662483927366,0.0852483519176576,0.0554885887878907,0.0524207918123243,0.9936387550011672,0.992361799344976,1.016820191609794,17952.0,1025.8319830575192,18809.93131676897,0
450,0.2461500470987359,0.0129845470217725,0.1205391904908565,0.1205382328246498,0.9893135558176812,0.9906475616073688,1.029947379013691,32096.0,1839.874385284224,19618.601821609784,0
450,0.1288441797203943,0.1237155995581441,0.0152397559649383,0.010813846047822,0.9970505209506602,0.996188462475824,1.0091775696225442,10064.0,571.5956704689775,18359.932417489697,0
450,0.1921773984402955,0.0593357584323589,0.1048343370993334,0.1048106840501102,0.99085682968901,0.9932726632194666,1.024684499891369,25840.0,1479.8192759674985,19260.46345844125,0
450,0.2133447734760969,0.0388486259650981,0.0192799595459109,0.0076821024158998,0.9955723288161132,0.989905532761387,1.014272501667102,16320.0,931.6979617666384,18718.19879415625,0
450,0.2855578958813705,0.0359512074934701,0.1132787393709884,0.1129469142685148,0.9889843781562362,0.9896116601256988,1.0310585165430042,33864.0,1941.631103010381,19719.949700680427,0
450,0.2382785017039797,0.0163734854279612,0.095766782956135,0.0947294430208215,0.9906001546355064,0.9899225040444832,1.0260589421371848,28016.0,1605.0551563972203,19385.38054845452,0
450,0.2382315283600436,0.0362313789889753,0.1076970691198922,0.0812039028574578,0.9900959165205352,0.9908360203402862,1.0274229677024214,29512.0,1691.156646648677,19470.85577496718,0
450,0.2508324309013341,0.0017309681511034,0.0134265042548759,0.0133519996243204,0.9949816218626882,0.9875918694449618,1.0162928173545631,18088.0,1033.659484552198,18819.426658905657,0
450,0.2297871742427006,0.0219841530964638,0.0477901292349114,0.0467902118176279,0.9931714934378332,0.9882734389143258,1.019206245234958,20944.0,1197.8486569676545,18981.367651817443,0
450,0.2914967606257468,0.0414969943727503,0.1358300556685406,0.1117065539692384,0.987982577786431,0.9899338230935696,1.0344163891538367,37536.0,2152.673727024291,19929.74808863504,0
